property_rights,government_integrity,judicial_effectiveness,tax_burden,government_spending,fiscal_health,business_freedom,labor_freedom,trade_freedom,investment_freedom,financial_freedom
30.0,50.0,35.2,65.0,71.2,19.2,70.0,52.9,60.0,70.0,50.0
30.0,22.0,22.1,72.5,61.1,78.9,55.0,79.8,65.0,50.0,50.0
50.0,30.0,13.8,78.8,67.3,18.0,55.0,59.7,51.0,50.0,50.0
50.0,54.0,55.6,83.3,85.5,42.5,70.0,60.1,71.0,70.0,50.0
30.0,12.0,34.3,84.2,74.8,80.9,55.0,80.6,45.0,50.0,30.0
50.0,46.0,52.6,76.4,63.3,55.5,70.0,74.2,61.4,70.0,70.0
90.0,91.0,83.3,51.1,41.9,97.8,70.0,48.6,82.8,50.0,50.0
30.0,10.0,5.0,85.1,81.3,98.6,55.0,30.0,25.0,30.0,10.0
70.0,56.0,82.8,80.4,58.3,99.8,85.0,55.8,84.2,90.0,90.0
30.0,22.0,34.7,80.9,92.2,79.0,55.0,60.1,56.6,50.0,50.0
70.0,63.0,68.9,61.8,35.7,46.0,70.0,41.5,81.4,70.0,50.0
90.0,90.0,84.0,29.8,2.9,96.1,70.0,54.0,81.4,90.0,90.0
70.0,32.0,45.3,75.2,93.1,96.4,70.0,73.6,64.8,50.0,50.0
30.0,28.0,13.1,75.0,86.3,17.6,55.0,32.3,58.2,50.0,50.0
30.0,10.0,28.2,58.8,80.5,6.2,55.0,44.8,48.2,30.0,30.0
30.0,38.0,34.3,72.5,87.6,82.2,70.0,77.6,63.0,70.0,70.0
70.0,39.0,55.9,67.2,45.6,96.2,70.0,77.0,73.6,70.0,90.0
50.0,53.0,41.7,68.8,67.9,53.4,70.0,62.7,27.4,50.0,50.0
30.0,20.0,36.8,78.4,87.0,95.5,55.0,75.2,71.6,30.0,30.0
90.0,76.0,76.9,63.5,63.5,53.3,85.0,95.4,81.4,70.0,90.0
70.0,70.0,53.5,99.9,48.8,99.3,70.0,64.2,80.2,30.0,50.0
70.0,42.0,59.9,74.2,81.8,97.0,70.0,51.1,73.2,70.0,50.0
30.0,20.0,12.3,88.6,73.0,46.8,55.0,39.4,66.8,90.0,70.0
30.0,35.0,65.4,66.9,90.2,85.9,55.0,62.6,50.6,30.0,30.0
30.0,23.0,34.1,65.8,83.9,49.2,70.0,47.8,44.2,50.0,50.0
70.0,45.0,69.6,84.9,81.5,73.7,70.0,71.5,37.4,50.0,70.0
90.0,75.0,78.3,69.4,66.3,80.8,85.0,78.2,81.4,90.0,90.0
50.0,42.0,56.1,57.2,50.3,70.5,70.0,54.4,81.4,50.0,50.0
90.0,84.0,82.0,80.4,55.3,95.9,70.0,77.2,83.0,70.0,90.0
50.0,37.0,38.7,68.3,84.7,69.8,70.0,59.9,81.0,50.0,70.0
50.0,37.0,38.0,67.5,22.3,84.9,70.0,64.5,72.8,70.0,70.0
10.0,10.0,40.0,66.1,3.2,94.4,40.0,59.6,78.2,30.0,50.0
90.0,92.0,91.5,87.8,90.2,80.0,100.0,96.9,85.0,90.0,70.0
30.0,30.0,17.6,61.3,72.5,77.1,55.0,51.5,65.0,70.0,70.0
30.0,29.0,32.3,79.8,95.5,95.3,55.0,53.4,73.4,50.0,70.0
30.0,4.0,32.6,77.2,94.0,78.7,40.0,62.5,38.0,50.0,30.0
90.0,94.0,88.4,62.4,53.0,98.3,85.0,89.6,80.4,90.0,90.0
90.0,70.0,56.7,70.7,59.8,79.3,85.0,69.9,79.4,50.0,70.0
30.0,27.0,35.3,72.0,72.6,99.7,40.0,61.1,22.0,30.0,10.0
70.0,55.0,55.4,48.0,29.4,68.2,70.0,53.0,81.4,70.0,70.0
30.0,10.0,50.3,74.0,94.0,90.4,55.0,55.5,69.0,30.0,10.0
30.0,35.0,44.5,72.2,76.8,52.6,70.0,44.9,54.0,50.0,30.0
30.0,20.0,28.2,89.8,92.8,96.3,55.0,28.1,64.0,50.0,50.0
30.0,41.0,56.3,65.3,41.1,85.4,40.0,74.9,66.0,30.0,30.0
50.0,45.0,55.6,83.2,83.6,42.5,70.0,60.1,77.6,70.0,50.0
30.0,23.0,45.1,90.6,64.5,87.7,55.0,59.6,57.4,50.0,30.0
50.0,50.0,27.8,56.4,85.7,92.3,55.0,60.1,48.2,50.0,50.0
30.0,30.0,42.9,75.4,74.4,82.4,70.0,75.7,33.8,30.0,70.0
50.0,49.0,52.6,78.9,64.9,55.5,70.0,74.2,47.2,70.0,70.0
30.0,22.0,35.2,82.4,77.6,16.6,55.0,37.9,50.2,70.0,70.0
50.0,38.0,56.6,75.6,65.3,79.9,70.0,70.0,65.8,90.0,70.0
10.0,29.0,26.1,68.1,63.5,59.1,55.0,38.8,52.2,10.0,10.0
30.0,10.0,34.7,88.8,90.9,98.5,55.0,45.8,49.6,30.0,30.0
30.0,24.0,45.8,52.4,90.2,80.8,55.0,56.1,61.0,50.0,70.0
90.0,70.0,54.4,60.4,64.7,0.0,85.0,80.0,66.8,50.0,70.0
70.0,67.0,72.7,41.3,15.7,60.8,70.0,51.6,81.4,50.0,50.0
70.0,59.0,69.2,76.1,81.3,90.8,70.0,49.2,77.2,50.0,70.0
30.0,28.0,58.5,69.1,62.4,90.9,55.0,62.5,60.2,50.0,50.0
70.0,54.0,54.2,65.7,62.0,16.5,70.0,85.1,68.0,70.0,70.0
30.0,39.0,56.5,77.6,28.6,67.2,55.0,43.4,72.8,50.0,50.0
90.0,99.0,82.7,54.9,28.0,81.1,85.0,46.5,81.4,70.0,70.0
70.0,71.0,73.2,70.3,56.7,49.3,70.0,82.4,81.0,50.0,50.0
30.0,47.0,44.3,62.5,67.9,60.6,70.0,31.7,33.4,70.0,50.0
90.0,88.0,74.1,44.1,35.4,88.2,70.0,61.5,81.4,90.0,90.0
90.0,66.0,69.3,33.7,26.8,67.9,70.0,68.4,81.4,90.0,70.0
70.0,51.0,66.8,87.0,70.2,71.1,70.0,73.7,59.0,70.0,70.0
50.0,34.0,43.7,74.5,77.0,9.5,70.0,56.5,62.6,50.0,50.0
30.0,33.0,60.7,80.3,85.7,78.1,55.0,69.0,56.0,50.0,70.0
30.0,30.0,31.3,52.3,87.9,49.7,55.0,51.9,61.0,50.0,50.0
50.0,30.0,35.3,73.5,72.5,39.7,70.0,69.5,68.0,50.0,50.0
70.0,53.0,48.7,72.4,81.8,16.6,70.0,77.1,51.0,70.0,70.0
50.0,31.0,26.3,81.3,78.6,90.6,55.0,40.9,80.4,50.0,50.0
70.0,76.0,82.0,52.7,10.9,79.0,70.0,64.9,77.0,70.0,50.0
70.0,70.0,53.7,99.5,79.2,6.5,85.0,79.1,69.6,50.0,80.0
30.0,10.0,22.2,75.0,63.5,5.4,55.0,57.1,70.2,50.0,30.0
50.0,20.0,44.0,78.1,85.2,14.1,55.0,62.9,60.2,50.0,50.0
50.0,50.0,48.7,84.3,60.9,50.0,70.0,80.6,66.8,50.0,50.0
90.0,74.0,78.0,55.7,30.0,90.8,70.0,44.4,81.4,90.0,50.0
30.0,10.0,22.6,75.8,71.0,6.9,55.0,55.7,15.0,30.0,10.0
50.0,43.0,28.4,61.8,50.8,3.8,55.0,75.0,75.0,50.0,50.0
30.0,10.0,29.6,52.3,88.9,24.5,40.0,45.2,61.0,30.0,30.0
30.0,10.0,79.6,67.0,89.5,83.3,40.0,81.8,34.0,30.0,50.0
50.0,52.0,55.1,53.1,40.6,66.3,85.0,42.8,62.2,50.0,50.0
30.0,23.0,64.2,90.6,88.9,93.5,55.0,91.1,64.8,50.0,50.0
30.0,10.0,51.3,79.8,89.2,44.3,40.0,72.0,68.4,10.0,30.0
30.0,32.0,37.6,69.9,67.1,85.5,55.0,57.7,48.8,30.0,30.0
30.0,27.0,56.5,77.9,85.2,87.3,55.0,85.5,65.0,30.0,30.0
10.0,10.0,10.0,50.9,18.3,64.4,55.0,20.0,63.8,30.0,10.0
50.0,48.0,59.7,68.0,80.0,70.0,70.0,58.7,68.0,70.0,70.0
90.0,30.0,62.8,63.5,36.8,90.0,85.0,60.0,65.0,50.0,50.0
30.0,23.0,22.3,86.3,85.7,47.0,55.0,42.2,62.8,50.0,50.0
90.0,78.0,80.9,45.3,18.6,81.1,70.0,73.6,81.4,70.0,70.0
50.0,32.0,44.2,72.6,70.0,28.1,55.0,58.8,62.0,50.0,30.0
50.0,36.0,52.5,66.1,72.8,1.2,55.0,53.6,57.6,50.0,30.0
70.0,70.0,53.9,52.6,52.2,36.1,70.0,51.8,81.4,70.0,70.0
30.0,10.0,5.0,90.1,88.7,98.6,55.0,30.0,85.0,30.0,10.0
30.0,31.0,23.1,85.3,93.5,90.1,55.0,56.2,53.4,50.0,50.0
30.0,50.0,35.2,65.2,74.9,19.2,70.0,52.9,50.4,70.0,30.0
50.0,48.0,62.4,78.8,71.5,96.7,70.0,59.0,80.4,70.0,70.0
30.0,19.0,45.2,77.5,91.1,89.4,55.0,50.3,74.6,50.0,30.0
50.0,39.0,41.9,72.4,56.7,94.3,55.0,78.4,62.4,50.0,50.0
50.0,50.0,67.3,81.8,82.9,80.7,70.0,72.3,73.0,30.0,30.0
10.0,26.0,36.3,62.5,83.0,27.3,40.0,65.5,47.6,30.0,30.0
50.0,30.0,50.2,64.2,36.5,40.2,85.0,48.1,58.4,50.0,50.0
90.0,70.0,48.7,96.9,88.8,59.0,100.0,80.0,15.0,50.0,70.0
10.0,10.0,29.6,70.6,75.3,65.9,40.0,32.7,31.8,30.0,30.0
70.0,90.0,85.0,99.9,68.1,99.0,70.0,78.8,77.0,50.0,50.0
50.0,27.0,34.5,84.8,83.6,87.4,55.0,31.6,68.4,50.0,50.0
50.0,30.0,42.5,60.3,7.9,77.6,55.0,65.2,66.8,50.0,50.0
70.0,53.0,51.8,65.6,22.3,82.4,70.0,67.7,76.0,70.0,70.0
30.0,20.0,29.6,50.2,90.9,60.9,55.0,51.5,48.2,50.0,50.0
50.0,10.0,21.4,67.3,48.1,11.7,55.0,81.8,66.8,50.0,30.0
30.0,10.0,34.3,84.2,75.8,80.9,55.0,80.6,45.0,50.0,30.0
30.0,30.0,13.8,80.1,67.9,18.0,55.0,59.7,51.0,50.0,50.0
10.0,10.0,25.3,78.4,96.7,83.6,40.0,62.6,73.2,30.0,50.0
50.0,34.0,58.9,78.3,58.0,95.3,70.0,64.1,78.6,70.0,70.0
30.0,10.0,31.0,61.0,92.1,22.2,55.0,43.5,61.0,50.0,50.0
90.0,87.0,77.0,59.8,51.5,99.0,85.0,44.1,81.4,90.0,90.0
50.0,30.0,50.9,66.2,25.3,90.5,55.0,63.7,68.0,50.0,50.0
50.0,29.0,40.4,59.8,88.0,58.4,55.0,42.4,61.0,50.0,50.0
90.0,86.0,83.3,50.9,41.4,97.8,70.0,48.6,82.8,50.0,50.0
50.0,29.0,37.1,77.6,88.6,97.2,55.0,52.9,77.4,50.0,50.0
90.0,89.0,77.1,72.7,47.8,81.2,85.0,81.8,83.4,50.0,70.0
10.0,10.0,36.0,64.2,89.6,91.7,40.0,52.5,72.8,30.0,10.0
10.0,10.0,17.6,81.9,98.7,89.2,40.0,20.0,69.0,10.0,30.0
30.0,21.0,29.5,67.1,68.1,75.9,55.0,51.2,74.6,30.0,50.0
30.0,10.0,26.6,92.4,65.1,0.0,55.0,58.7,46.8,50.0,70.0
90.0,79.0,84.0,93.6,90.2,100.0,100.0,86.7,90.0,90.0,90.0
50.0,30.0,29.6,65.4,92.7,94.3,55.0,48.2,48.2,70.0,50.0
90.0,95.0,77.8,32.6,9.9,96.7,100.0,92.1,81.4,70.0,90.0
30.0,30.0,42.9,77.1,78.1,80.4,55.0,53.5,61.0,70.0,50.0
50.0,36.0,52.5,64.6,45.0,93.6,55.0,41.1,73.6,50.0,50.0
50.0,27.0,54.3,76.6,71.9,13.2,55.0,62.3,23.0,50.0,30.0
50.0,50.0,62.7,99.4,66.7,19.7,70.0,74.4,64.4,50.0,30.0
50.0,26.0,39.8,75.1,72.8,14.4,55.0,51.0,58.8,50.0,50.0
50.0,30.0,21.4,74.2,90.2,82.5,70.0,47.2,74.6,50.0,50.0
30.0,10.0,28.5,83.8,70.4,67.5,55.0,50.4,56.2,70.0,50.0
30.0,10.0,24.1,46.0,87.6,81.9,55.0,43.7,48.2,50.0,70.0
30.0,22.0,22.1,76.5,90.3,78.9,55.0,79.8,69.4,50.0,50.0
10.0,10.0,48.7,82.5,47.3,81.4,40.0,60.9,61.0,50.0,10.0
30.0,41.0,33.5,81.6,88.8,94.7,55.0,62.8,59.8,70.0,70.0
90.0,83.0,93.0,60.9,51.0,53.5,85.0,73.5,81.4,70.0,90.0
30.0,37.0,29.4,81.1,78.3,86.1,70.0,43.0,69.4,70.0,90.0
50.0,70.0,52.3,98.5,33.7,17.7,70.0,75.4,75.6,50.0,50.0
30.0,10.0,44.8,79.8,89.2,67.0,40.0,69.2,68.4,10.0,30.0
50.0,50.0,48.3,73.4,80.3,30.4,70.0,61.8,70.2,50.0,50.0
70.0,41.0,56.6,65.6,46.1,81.5,70.0,61.3,70.2,50.0,70.0
30.0,30.0,24.5,91.3,92.5,92.1,55.0,47.2,68.0,50.0,70.0
90.0,85.0,92.9,58.6,58.9,84.6,85.0,85.8,77.0,70.0,90.0
90.0,75.0,63.4,75.0,81.8,91.7,70.0,74.5,69.0,70.0,70.0
30.0,25.0,28.2,71.2,91.6,61.0,55.0,70.5,19.0,50.0,70.0
30.0,10.0,17.6,89.7,96.7,19.1,55.0,43.1,48.2,50.0,30.0
10.0,10.0,5.0,0.0,0.0,0.0,40.0,0.0,0.0,10.0,10.0
70.0,60.0,54.0,69.4,46.8,98.2,85.0,69.7,68.0,70.0,70.0
10.0,10.0,22.6,53.0,72.1,19.9,40.0,20.0,42.4,10.0,10.0
50.0,10.0,33.4,70.1,83.0,84.8,70.0,63.3,61.0,50.0,50.0
90.0,92.0,71.5,69.0,43.0,94.3,85.0,61.8,77.8,70.0,50.0
50.0,36.0,35.4,83.7,93.1,78.5,85.0,64.5,72.0,70.0,70.0
30.0,24.0,18.7,81.8,82.3,94.8,55.0,63.4,79.2,70.0,70.0
50.0,40.0,51.7,90.2,82.7,7.7,70.0,57.5,59.0,50.0,50.0
50.0,70.0,60.0,87.5,70.2,95.4,55.0,65.4,73.0,50.0,50.0
50.0,19.0,38.5,80.9,78.5,78.1,55.0,87.8,72.8,50.0,50.0
50.0,25.0,46.3,88.9,84.1,67.2,55.0,70.3,81.2,70.0,70.0
50.0,10.0,38.8,72.9,85.3,0.0,55.0,67.0,55.4,50.0,50.0
10.0,10.0,41.4,70.6,87.9,61.2,40.0,57.6,55.6,30.0,10.0
70.0,63.0,72.7,44.3,14.5,60.8,70.0,51.6,79.8,70.0,50.0
70.0,52.0,55.4,49.7,31.7,68.2,70.0,53.0,79.8,70.0,70.0
50.0,48.0,59.7,69.6,79.7,70.0,70.0,58.7,62.2,70.0,70.0
50.0,40.0,56.6,76.7,61.3,79.9,70.0,70.0,64.4,90.0,70.0
10.0,10.0,22.6,32.3,68.1,19.9,40.0,20.0,42.4,10.0,10.0
70.0,71.0,73.2,62.4,55.1,49.3,70.0,82.4,80.8,50.0,30.0
30.0,37.0,44.3,63.2,70.4,60.6,70.0,31.7,34.2,70.0,50.0
50.0,31.0,40.4,59.8,85.9,58.4,55.0,42.4,68.0,50.0,50.0
90.0,90.0,77.0,58.9,41.4,99.0,85.0,44.1,79.8,90.0,90.0
50.0,45.0,52.6,78.9,66.3,55.5,70.0,74.2,58.0,70.0,70.0
70.0,56.0,69.2,76.1,82.3,90.8,70.0,49.2,78.0,50.0,50.0
30.0,16.0,34.3,82.1,68.9,80.9,55.0,80.6,45.0,50.0,30.0
50.0,70.0,60.0,87.5,69.7,95.4,55.0,65.4,76.6,50.0,50.0
90.0,82.0,84.0,93.6,89.5,100.0,100.0,86.7,90.0,90.0,90.0
90.0,94.0,71.5,58.7,37.9,94.3,85.0,61.8,78.2,70.0,50.0
90.0,85.0,83.3,50.8,31.7,97.8,70.0,48.6,81.8,50.0,50.0
30.0,26.0,58.5,69.9,74.8,90.9,55.0,62.5,57.6,30.0,50.0
50.0,27.0,54.3,74.2,77.1,13.2,55.0,62.3,23.6,50.0,30.0
30.0,17.0,28.2,90.0,87.8,96.3,55.0,28.1,59.8,50.0,50.0
50.0,48.0,62.4,82.8,70.6,96.7,70.0,59.0,80.2,70.0,90.0
70.0,57.0,54.2,67.1,61.3,16.5,70.0,85.1,62.2,50.0,50.0
30.0,10.0,34.7,88.9,88.6,98.5,55.0,45.8,51.4,30.0,30.0
30.0,27.0,45.1,91.6,65.1,87.7,55.0,59.6,63.2,50.0,30.0
50.0,37.0,48.3,79.9,77.3,30.4,70.0,61.8,70.6,50.0,50.0
30.0,23.0,56.5,77.0,84.1,87.3,55.0,85.5,65.0,10.0,30.0
30.0,22.0,35.2,80.9,63.9,16.6,55.0,37.9,57.4,70.0,70.0
70.0,49.0,51.8,65.6,20.1,82.4,70.0,67.7,76.0,70.0,70.0
90.0,90.0,74.1,45.2,32.3,88.2,70.0,61.5,79.8,90.0,90.0
50.0,30.0,27.8,61.5,84.1,92.3,55.0,60.1,48.2,50.0,50.0
30.0,10.0,31.0,66.7,91.6,22.2,55.0,43.5,58.6,50.0,50.0
50.0,37.0,38.0,68.5,42.4,84.9,70.0,64.5,72.8,70.0,90.0
90.0,85.0,82.0,80.6,55.8,95.9,70.0,77.2,85.0,70.0,90.0
50.0,42.0,56.1,58.4,53.2,70.5,70.0,54.4,79.8,50.0,50.0
50.0,36.0,38.7,73.3,83.1,69.8,70.0,59.9,81.6,50.0,70.0
90.0,69.0,78.3,71.8,66.3,80.8,85.0,78.2,79.8,90.0,90.0
70.0,45.0,59.9,73.9,80.8,97.0,70.0,51.1,66.6,70.0,50.0
70.0,45.0,69.6,85.0,82.9,73.7,70.0,71.5,36.0,50.0,70.0
10.0,10.0,41.4,70.6,87.1,61.2,40.0,57.6,56.6,30.0,10.0
50.0,70.0,53.5,99.9,42.2,99.3,70.0,64.2,77.0,30.0,50.0
30.0,25.0,18.7,85.6,82.6,94.8,55.0,63.4,79.0,50.0,70.0
10.0,10.0,36.0,64.2,80.2,91.7,40.0,52.5,78.8,30.0,10.0
50.0,10.0,33.4,70.2,81.8,84.8,70.0,63.3,66.2,50.0,30.0
10.0,10.0,5.0,0.0,0.0,0.0,40.0,0.0,0.0,10.0,10.0
30.0,40.0,33.5,81.5,87.5,94.7,55.0,62.8,59.8,70.0,70.0
10.0,10.0,48.7,82.7,46.8,81.4,40.0,60.9,56.4,50.0,10.0
30.0,30.0,29.4,81.2,76.5,86.1,70.0,43.0,70.8,70.0,70.0
50.0,70.0,52.3,98.5,58.3,17.7,70.0,75.4,76.0,50.0,50.0
90.0,93.0,91.5,87.8,91.1,80.0,100.0,96.9,85.0,90.0,70.0
50.0,40.0,56.6,64.9,35.1,81.5,70.0,61.3,70.4,50.0,70.0
30.0,22.0,22.1,85.5,84.4,78.9,55.0,79.8,69.4,50.0,50.0
30.0,30.0,17.6,76.2,80.5,77.1,55.0,51.5,67.0,70.0,70.0
90.0,95.0,88.4,62.8,55.8,98.3,85.0,89.6,80.2,90.0,90.0
30.0,25.0,28.2,71.2,89.1,61.0,55.0,70.5,52.2,30.0,70.0
90.0,93.0,84.0,32.0,0.0,96.1,70.0,54.0,79.8,90.0,90.0
50.0,10.0,21.4,61.4,62.2,11.7,55.0,81.8,54.4,50.0,30.0
30.0,10.0,28.2,59.4,70.0,6.2,55.0,44.8,48.2,30.0,30.0
50.0,30.0,42.5,60.9,14.5,77.6,55.0,65.2,65.2,50.0,70.0
30.0,24.0,64.2,90.6,90.1,93.5,55.0,91.1,65.2,50.0,50.0
30.0,10.0,79.6,66.9,89.5,83.3,55.0,81.8,68.8,30.0,50.0
50.0,60.0,55.1,54.4,40.6,66.3,85.0,42.8,65.2,50.0,50.0
50.0,19.0,44.0,78.9,79.2,14.1,55.0,62.9,54.0,50.0,50.0
50.0,30.0,50.9,63.5,41.7,90.5,55.0,63.7,62.2,30.0,50.0
50.0,43.0,28.4,59.4,43.8,3.8,55.0,75.0,75.0,50.0,50.0
30.0,10.0,22.6,62.7,72.1,6.9,55.0,55.7,15.0,30.0,10.0
90.0,73.0,78.0,56.4,29.4,90.8,70.0,44.4,79.8,90.0,50.0
50.0,17.0,21.4,74.6,89.8,82.5,70.0,47.2,74.4,50.0,50.0
30.0,10.0,26.6,92.4,60.3,0.0,55.0,58.7,61.0,50.0,70.0
90.0,50.0,62.8,63.1,11.5,90.0,85.0,60.0,65.4,50.0,70.0
70.0,73.0,82.0,52.7,7.6,79.0,70.0,64.9,77.0,70.0,50.0
50.0,50.0,62.7,99.4,58.5,19.7,70.0,74.4,64.0,30.0,30.0
50.0,21.0,26.3,81.5,74.2,90.6,55.0,40.9,80.4,30.0,50.0
10.0,22.0,25.3,78.2,96.9,83.6,40.0,62.6,65.0,30.0,50.0
50.0,29.0,44.2,69.4,67.1,28.1,55.0,58.8,68.6,50.0,30.0
30.0,33.0,60.7,84.6,48.1,78.1,55.0,69.0,57.4,50.0,70.0
50.0,39.0,43.7,77.5,67.9,9.5,70.0,56.5,65.6,50.0,50.0
70.0,71.0,53.9,52.9,52.7,36.1,70.0,51.8,79.8,70.0,70.0
30.0,19.0,45.2,77.5,84.4,89.4,55.0,50.3,74.2,30.0,30.0
50.0,49.0,67.3,80.9,74.2,80.7,70.0,72.3,73.4,30.0,30.0
50.0,37.0,58.9,82.2,62.2,95.3,70.0,64.1,79.8,70.0,70.0
70.0,63.0,68.9,62.3,36.2,46.0,70.0,41.5,79.8,70.0,50.0
10.0,10.0,29.6,69.9,72.8,65.9,40.0,32.7,43.0,30.0,30.0
30.0,27.0,34.5,84.9,79.7,87.4,55.0,31.6,70.0,30.0,50.0
30.0,26.0,34.1,68.2,86.3,49.2,70.0,47.8,55.6,50.0,30.0
30.0,25.0,32.3,79.8,95.0,95.3,55.0,53.4,73.8,30.0,70.0
30.0,35.0,23.1,85.0,92.8,90.1,55.0,56.2,44.4,50.0,30.0
30.0,27.0,34.7,80.9,92.0,79.0,55.0,60.1,56.0,50.0,70.0
70.0,56.0,82.8,83.8,55.5,99.8,85.0,55.8,84.2,90.0,90.0
30.0,30.0,29.6,65.5,89.5,94.3,55.0,48.2,48.2,70.0,50.0
50.0,32.0,52.5,60.8,56.9,93.6,55.0,41.1,74.2,50.0,50.0
30.0,12.0,32.6,77.2,94.1,78.7,40.0,62.5,38.0,50.0,30.0
30.0,10.0,24.1,46.0,90.3,81.9,55.0,43.7,48.2,50.0,70.0
30.0,35.0,37.6,70.2,73.4,85.5,55.0,57.7,63.0,50.0,30.0
30.0,10.0,50.3,85.0,93.0,90.4,55.0,55.5,69.0,30.0,10.0
90.0,87.0,93.0,61.2,50.1,53.5,85.0,73.5,79.8,70.0,90.0
90.0,75.0,63.4,78.5,81.5,91.7,70.0,74.5,73.0,70.0,70.0
70.0,64.0,54.0,75.9,54.6,98.2,85.0,69.7,62.2,70.0,70.0
30.0,30.0,13.8,80.5,73.5,18.0,55.0,59.7,43.0,50.0,50.0
30.0,10.0,22.2,75.0,66.5,5.4,55.0,57.1,70.2,50.0,30.0
30.0,22.0,22.3,85.4,76.8,47.0,55.0,42.2,62.4,50.0,50.0
50.0,48.0,41.7,70.8,69.3,53.4,70.0,62.7,32.4,50.0,50.0
50.0,34.0,35.4,83.6,90.8,78.5,85.0,64.5,72.2,70.0,70.0
30.0,35.0,65.4,66.4,88.4,85.9,55.0,62.6,51.4,30.0,30.0
30.0,36.0,34.3,66.7,66.9,82.2,70.0,77.6,63.0,70.0,70.0
30.0,30.0,42.9,78.3,71.7,82.4,70.0,75.7,60.2,30.0,70.0
90.0,70.0,54.4,59.8,58.9,0.0,85.0,80.0,52.0,50.0,70.0
50.0,40.0,51.7,90.2,68.1,7.7,70.0,57.5,62.8,50.0,50.0
10.0,10.0,40.0,70.1,18.3,94.4,40.0,59.6,71.8,30.0,70.0
90.0,90.0,77.1,73.6,50.5,81.2,85.0,81.8,83.2,50.0,70.0
50.0,30.0,35.3,74.0,71.7,39.7,70.0,69.5,62.2,50.0,50.0
30.0,24.0,29.5,67.5,77.8,75.9,55.0,51.2,74.4,30.0,50.0
30.0,25.0,13.1,75.6,79.2,17.6,55.0,32.3,58.0,10.0,30.0
10.0,10.0,17.6,81.9,98.7,89.2,40.0,20.0,70.4,10.0,30.0
50.0,30.0,50.2,64.0,69.7,40.2,85.0,48.1,38.0,50.0,50.0
50.0,21.0,38.5,80.7,88.2,78.1,55.0,87.8,71.2,50.0,70.0
30.0,30.0,42.9,77.7,84.9,80.4,55.0,53.5,64.8,50.0,50.0
90.0,78.0,80.9,43.5,21.0,81.1,70.0,73.6,79.8,70.0,70.0
60.0,70.0,53.7,99.5,76.6,6.5,85.0,79.1,69.6,50.0,80.0
30.0,30.0,24.5,91.4,91.0,92.1,55.0,47.2,52.0,50.0,70.0
30.0,40.0,41.9,81.1,64.5,94.3,55.0,78.4,63.2,50.0,70.0
50.0,10.0,38.8,73.8,79.7,0.0,55.0,67.0,56.2,50.0,50.0
10.0,24.0,36.3,63.4,82.1,27.3,40.0,65.5,54.8,30.0,30.0
90.0,86.0,92.9,59.6,60.5,84.6,85.0,85.8,77.2,70.0,90.0
50.0,34.0,52.5,66.1,76.8,1.2,55.0,53.6,57.4,50.0,30.0
30.0,22.0,29.6,50.4,89.4,60.9,55.0,51.5,48.2,50.0,50.0
30.0,10.0,5.0,89.9,80.8,98.6,55.0,30.0,85.0,30.0,10.0
90.0,70.0,48.7,97.1,87.1,59.0,85.0,80.0,17.0,50.0,70.0
90.0,97.0,82.7,57.5,25.0,81.1,85.0,46.5,79.8,70.0,70.0
70.0,70.0,85.0,99.9,58.0,99.0,70.0,78.8,77.0,50.0,30.0
50.0,25.0,46.3,90.0,88.7,67.2,55.0,70.3,80.0,70.0,90.0
30.0,28.0,44.5,72.4,78.8,52.6,70.0,44.9,61.6,50.0,30.0
30.0,27.0,45.8,52.2,91.7,80.8,55.0,56.1,65.8,50.0,70.0
30.0,25.0,28.5,83.6,72.3,67.5,55.0,50.4,61.4,70.0,50.0
70.0,51.0,66.8,83.5,60.0,71.1,70.0,73.7,71.8,70.0,50.0
30.0,30.0,31.3,52.4,87.6,49.7,55.0,51.9,57.0,50.0,50.0
90.0,71.0,69.3,43.1,23.5,67.9,70.0,68.4,79.8,90.0,70.0
30.0,29.0,35.3,72.2,76.3,99.7,40.0,61.1,22.0,30.0,10.0
30.0,10.0,17.6,89.7,99.3,19.1,55.0,43.1,48.2,50.0,30.0
50.0,32.0,45.3,75.5,91.1,96.4,70.0,73.6,65.6,50.0,50.0
30.0,10.0,29.6,52.4,92.0,24.5,40.0,45.2,59.8,30.0,30.0
90.0,70.0,56.7,81.4,56.2,79.3,85.0,69.9,79.4,50.0,70.0
50.0,50.0,48.7,84.1,64.7,50.0,70.0,80.6,60.0,50.0,50.0
10.0,27.0,26.1,67.5,63.5,59.1,55.0,38.8,53.8,10.0,10.0
70.0,37.0,55.9,67.0,40.9,96.2,70.0,77.0,73.4,70.0,90.0
10.0,10.0,10.0,49.9,14.8,64.4,55.0,20.0,63.6,30.0,10.0
30.0,48.0,56.3,75.4,36.8,85.4,40.0,74.9,65.8,30.0,30.0
30.0,38.0,56.5,67.3,22.9,67.2,55.0,43.4,65.4,50.0,70.0
30.0,20.0,36.8,78.3,87.9,95.5,55.0,75.2,69.2,30.0,30.0
30.0,22.0,12.3,88.9,69.9,46.8,55.0,39.4,67.0,90.0,70.0
90.0,95.0,77.8,33.6,8.3,96.7,100.0,92.1,79.8,70.0,90.0
90.0,77.0,76.9,67.2,62.2,53.3,85.0,95.4,81.4,70.0,90.0
70.0,49.0,48.7,71.7,83.1,16.6,70.0,77.1,75.8,70.0,70.0
